FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF03130.19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF01924.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
PF13186.9	4	10	2	3	0	6	3	3	3	5	7	3	3	6	13	8	16	31	13	18	16	13	8	1	6	6	3	22	13	7
PF06426.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	2	3	0	0	0	0	0	0	0	0	0
PF17938.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF20131.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02638.18	0	0	0	0	0	1	0	1	1	0	0	0	2	1	2	5	2	12	0	6	4	6	3	3	2	2	0	0	3	1
PF02368.21	207	354	14	472	10	683	261	275	85	309	18	32	215	222	542	255	131	146	826	285	419	293	238	439	684	139	235	254	282	272
PF01548.20	52	155	10	105	32	233	50	47	48	64	44	24	360	241	241	246	416	435	914	372	381	522	177	113	589	495	306	588	356	215
PF08502.13	0	10	0	3	1	20	1	0	1	1	3	10	8	14	17	13	16	24	31	28	27	24	20	23	15	5	9	24	22	10
PF01702.21	0	6	1	1	1	9	0	5	1	1	4	0	4	5	12	8	3	14	11	14	13	8	8	9	6	3	6	10	13	9
PF17912.4	134	308	20	262	105	316	83	73	80	180	109	135	1372	62	111	176	30	42	1710	45	59	2768	252	126	775	242	240	2054	92	215
PF03459.20	111	236	7	193	85	224	64	59	55	124	87	94	979	46	71	148	20	32	1258	28	41	2285	170	93	608	186	185	1587	60	143
PF09549.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13365.9	7	21	4	11	8	24	4	17	10	9	6	6	30	28	30	15	20	36	58	44	36	27	26	12	26	15	20	42	35	22
PF00498.29	1	0	0	3	0	4	0	0	1	1	2	0	10	29	23	18	9	51	13	33	17	10	10	8	2	4	4	7	36	6
PF01755.20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1
PF05420.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02690.18	2	36	10	12	18	32	6	18	22	20	34	54	60	59	52	28	40	110	120	56	55	62	57	32	60	28	38	70	50	28
PF02558.19	0	0	0	0	0	1	0	0	0	1	1	2	3	2	3	4	2	10	0	9	8	3	4	4	1	1	3	2	2	0
PF08546.14	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	2	1	2	0	2	1	3	4	3	0	1	3	2	1	0
PF04224.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03553.17	3	6	2	6	2	18	3	5	1	1	3	3	25	9	14	20	24	29	120	29	18	53	16	4	41	22	22	55	28	9
PF01964.21	1	0	0	2	2	0	0	0	0	4	4	5	0	4	6	1	6	8	1	8	2	0	4	2	0	2	0	3	4	0
PF02113.18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	4	13	0	4	2	2	1	0	0	2	1	2	4	4
PF13286.9	2	8	0	4	4	7	2	0	2	0	0	1	12	4	10	4	6	19	9	17	8	7	8	11	9	0	7	3	8	12
PF02627.23	0	0	0	0	0	1	3	0	3	0	0	0	2	5	3	4	9	6	3	10	7	2	2	0	5	3	1	3	5	0
PF12682.10	0	0	0	0	0	1	0	0	1	2	1	1	6	11	13	10	15	34	9	32	26	3	6	2	6	10	3	4	11	0
PF01738.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	0	0	0	1	0	0	0
PF12697.10	3	1	0	3	0	2	2	1	0	0	1	4	5	7	7	5	5	18	5	5	10	5	3	4	6	3	3	3	8	5
PF00754.28	184	269	10	200	41	337	147	127	113	135	116	213	90	38	36	116	35	13	396	123	155	92	59	242	299	42	85	99	84	117
PF00404.21	0	0	0	1	0	3	2	4	3	0	0	0	3	6	2	8	3	6	9	26	17	2	3	1	1	2	0	1	2	2
PF11655.11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	4	6	2	0	4	0	1	4	0	0	0
PF12843.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF02838.18	34	86	10	56	35	67	36	33	32	47	53	109	37	20	18	36	15	19	149	55	55	27	20	67	100	23	29	47	27	39
PF00728.25	16	41	8	21	17	31	13	18	17	20	34	60	13	15	10	25	11	11	52	49	36	11	11	28	50	11	16	26	15	20
PF16347.8	0	0	2	0	0	0	0	0	0	1	0	4	0	0	2	1	4	10	1	14	9	2	0	0	0	3	0	0	1	1
PF13098.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	2	0	0	2	0	0	0	0	0	0
PF16576.8	1	2	6	5	11	3	3	9	3	3	3	10	5	23	18	11	35	61	17	43	39	6	22	7	5	19	5	9	31	23
PF03797.22	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	2	0	0	35	29	0	1	3	0	0	0	0	0	0
PF07244.18	0	0	0	12	4	0	0	0	0	8	4	20	5	7	29	8	44	96	12	38	36	20	28	28	4	8	0	0	37	4
PF01103.26	1	0	0	0	2	0	0	0	0	2	4	2	2	6	14	4	21	34	1	10	11	3	4	8	0	2	1	0	12	0
PF02321.21	0	10	0	3	18	4	0	8	4	14	10	2	14	18	66	22	60	106	2	53	36	11	42	44	2	29	11	8	62	14
PF05221.20	0	10	3	3	1	11	1	0	0	1	2	0	12	28	22	24	6	29	29	27	37	29	34	5	31	4	13	26	21	27
PF00670.24	0	10	2	2	1	11	1	0	0	1	1	0	6	15	13	14	5	16	15	15	21	15	18	3	16	2	7	13	14	15
PF00144.27	0	0	0	1	4	0	0	1	0	1	2	7	21	15	40	56	59	84	43	45	37	25	17	11	14	24	25	18	36	10
PF02910.23	7	3	0	3	11	3	2	7	0	10	11	29	3	17	38	19	43	59	22	41	36	40	45	69	6	9	9	9	32	13
PF01325.22	1	8	0	0	0	7	1	2	0	0	1	0	5	7	8	4	6	30	3	10	11	13	3	1	5	2	3	5	5	2
PF02742.18	1	8	0	0	0	7	1	2	0	0	1	0	5	4	6	3	4	35	3	9	10	13	3	1	5	2	3	5	5	2
PF04966.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0
PF04023.17	1	2	0	2	2	7	0	3	0	2	4	0	6	14	43	15	15	43	26	29	22	27	7	7	6	4	8	14	14	6
PF14376.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	1	0	0	2	0
PF03150.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	2	0
PF00034.24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	3	1	5	3	0	0	0	0	0	0	0	4	0
PF07498.15	0	6	1	1	7	10	0	2	3	3	5	4	6	15	9	4	5	9	15	13	15	6	9	10	3	2	5	2	5	3
PF07497.15	4	13	2	8	10	13	1	9	4	16	6	6	16	18	21	9	15	23	18	25	24	11	20	19	26	9	8	11	18	9
PF07719.20	10	9	1	7	18	5	3	6	3	14	15	18	10	5	13	11	9	10	34	22	24	12	3	17	9	8	3	4	9	5
PF00263.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	8	6	2	1	6	0	0	0	0	1	0
PF11104.11	5	9	1	24	12	16	14	7	6	10	4	4	11	10	2	4	1	10	12	7	8	10	8	3	8	8	6	10	9	13
PF01634.21	0	3	0	0	1	0	0	0	0	1	1	2	0	8	9	3	6	10	4	8	5	3	9	8	6	4	3	4	5	3
PF08029.14	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	3	0	0	2	1	0	1	0	0	0	0
PF00920.24	1	10	3	10	9	6	12	7	3	6	8	11	28	16	36	16	21	25	45	26	24	29	33	28	56	14	22	30	21	27
PF14498.9	0	2	0	1	3	5	1	0	0	0	3	7	12	3	8	13	7	8	26	16	14	20	21	30	24	4	3	12	22	8
PF11013.11	0	1	0	0	0	0	0	0	0	0	3	2	0	2	1	3	5	8	1	8	2	5	5	8	0	1	0	1	3	0
PF01740.24	0	0	2	1	0	1	0	0	1	1	0	0	7	8	12	6	10	16	28	11	10	15	7	4	8	6	3	2	8	1
PF00432.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4	0	0	2	0	0	0	0	3	0
PF01531.19	1	2	0	1	0	1	0	0	0	1	0	0	2	6	4	3	0	7	8	13	8	5	0	1	0	3	0	9	3	2
PF01762.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
PF03814.18	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0
PF03781.19	1	1	0	0	0	0	0	1	1	1	0	0	1	1	2	1	7	16	0	13	8	1	5	5	0	4	2	2	2	1
PF01212.24	6	13	1	8	4	7	6	12	11	18	7	13	28	9	18	4	12	12	12	14	13	21	6	12	24	10	7	25	15	16
PF01882.21	0	1	0	0	2	0	0	0	1	3	5	3	6	7	3	3	7	14	13	27	17	14	10	10	1	3	2	5	19	5
PF07991.15	7	24	0	27	7	20	11	14	11	10	20	20	157	32	34	20	19	24	185	32	27	151	50	55	98	63	42	167	22	49
PF01450.22	7	24	0	27	7	20	11	14	11	10	20	20	157	32	34	20	19	24	185	32	28	153	50	55	101	63	42	170	22	49
PF16499.8	0	0	0	0	0	2	0	0	0	0	0	0	8	0	6	0	4	1	4	5	4	11	1	9	5	0	1	2	10	0
PF17801.4	0	0	1	2	0	1	0	0	0	0	0	0	3	3	3	5	9	19	2	12	7	4	0	4	3	4	2	1	3	1
PF01050.21	1	11	0	0	0	18	0	0	0	1	0	0	9	6	4	1	2	3	5	7	7	2	3	1	4	0	1	6	8	0
PF06733.18	2	1	0	1	0	6	1	1	0	0	1	0	8	15	7	5	7	19	10	15	19	7	7	1	5	6	6	11	15	8
PF13307.9	2	1	1	10	0	7	1	2	1	1	2	0	8	19	16	7	8	25	12	27	37	8	9	1	5	10	9	11	20	8
PF01891.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	7	7	5	4	3	1	2	1	4	13	17	1
PF13190.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	3	6	4	3	3	1	2	1	4	13	17	1
PF07589.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	11	2	0	0	1	0	0	0	0	0	0
PF17297.5	4	4	1	2	3	4	2	5	3	2	4	2	12	4	0	13	3	5	30	8	7	29	5	8	31	15	11	6	2	5
PF00821.21	4	4	1	2	3	4	2	5	3	2	4	2	12	4	0	13	3	5	30	8	7	29	5	8	31	15	11	6	2	5
PF01510.28	0	5	0	2	2	4	0	0	1	1	3	3	11	50	83	24	73	76	22	81	73	13	24	13	29	39	22	7	53	18
PF12838.10	159	240	29	286	152	427	141	200	134	231	169	307	1919	232	336	230	186	153	946	166	148	1794	549	411	1102	454	258	1559	467	429
PF12971.10	2	16	1	4	0	20	11	9	9	7	1	3	3	6	5	16	12	14	16	12	9	1	1	2	12	2	2	4	1	3
PF05089.15	2	16	1	4	0	20	11	9	9	7	1	3	3	6	5	16	12	14	16	12	9	1	1	2	12	2	2	4	1	3
PF12972.10	2	16	1	4	0	20	11	9	9	7	1	3	3	6	5	16	12	14	16	12	9	1	1	2	12	2	2	4	1	3
PF07085.15	0	6	0	4	5	3	6	7	4	1	1	7	4	3	4	14	10	6	11	11	8	5	4	4	19	11	5	6	2	2
PF16385.8	2	1	2	0	0	0	0	2	2	0	1	5	0	1	7	1	2	10	2	3	6	0	0	2	1	3	1	0	0	1
PF01256.20	1	2	2	0	0	5	1	0	1	4	2	2	7	5	8	6	14	12	6	9	7	10	9	6	17	3	6	5	13	6
PF02590.20	0	0	0	0	0	2	0	1	0	2	0	3	1	6	3	6	6	5	3	9	7	7	6	0	1	1	3	8	2	3
PF02472.19	8	10	2	6	48	4	2	1	7	19	48	70	9	12	49	51	26	35	10	18	9	31	69	107	8	31	8	13	22	10
PF20511.1	0	11	1	0	6	16	3	2	0	3	8	17	9	10	10	7	4	25	11	14	14	4	12	9	18	4	10	4	11	6
PF12437.11	1	4	2	6	2	8	8	9	2	6	5	7	295	31	66	29	47	60	26	59	39	524	48	29	432	123	97	20	125	84
PF18318.4	1	4	2	6	2	8	8	9	2	7	5	7	293	31	64	29	47	60	28	57	39	516	50	31	434	121	96	20	125	81
PF14849.9	1	0	0	2	1	1	1	2	1	8	4	2	0	3	3	0	4	12	1	2	4	9	4	2	0	5	0	3	6	6
PF03629.21	1	0	1	0	8	0	0	0	0	1	10	6	4	3	5	3	20	24	3	13	11	23	29	39	7	3	5	1	18	2
PF01204.21	0	1	0	1	0	1	1	1	0	1	0	1	2	4	4	7	5	9	2	12	6	0	3	1	6	0	1	0	5	0
PF02073.18	3	15	2	9	2	13	4	12	3	4	0	1	13	10	10	16	9	28	20	15	22	8	13	8	15	6	8	14	12	6
PF12951.10	0	0	0	0	0	0	0	1	0	0	0	0	0	5	4	0	0	0	22	119	95	3	14	19	0	0	0	0	10	0
PF18582.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0
PF01042.24	2	5	0	1	2	3	0	1	0	2	0	1	20	0	5	4	6	9	19	4	2	15	8	11	12	1	3	14	4	8
PF09374.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	3	0	0	2	0	0	0	0	0	0	0
PF00924.21	0	3	3	4	3	5	2	2	0	3	4	4	8	11	16	6	21	26	18	11	7	16	9	9	7	1	3	13	24	8
PF00209.21	2	22	2	10	2	17	8	8	2	10	2	4	18	36	38	46	26	28	106	40	38	28	28	8	6	22	12	44	24	8
PF00109.29	8	12	1	6	13	8	4	7	2	5	9	11	11	21	22	17	19	45	21	22	26	37	70	56	6	17	12	23	30	16
PF02801.25	8	12	1	6	13	8	4	7	2	5	9	11	11	21	22	17	19	46	21	22	26	37	70	56	6	17	12	23	31	16
PF04551.17	2	7	0	4	2	10	1	2	1	3	3	3	8	13	10	7	15	26	7	17	17	5	7	8	4	4	2	2	10	3
PF01757.25	1	4	0	0	0	7	0	3	1	5	1	0	17	23	18	6	10	35	49	48	41	25	14	7	8	2	13	22	32	3
PF12715.10	0	0	1	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	3	0	0	0	0	0	0	1	0	5	0
PF02492.22	0	5	0	5	1	6	0	2	3	7	1	5	14	12	23	7	17	28	19	23	24	31	17	16	14	12	11	25	32	16
PF00708.21	0	0	0	0	0	0	0	0	2	3	0	2	1	0	1	1	1	1	2	5	7	3	0	0	6	1	2	1	0	0
PF07503.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	8	6	2	0	0	0	0	0	0	0	0
PF01300.21	1	3	1	0	0	2	1	2	1	2	2	3	8	5	4	6	12	18	10	10	10	11	6	11	5	5	3	12	8	8
PF17788.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	3	1	0	0	0	0	0	0	0	0
PF13593.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PF00069.28	4	19	1	3	6	17	7	8	2	10	2	7	9	50	33	34	35	68	34	81	63	19	19	18	24	13	12	13	47	22
PF03983.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
PF08305.14	16	34	0	27	2	45	20	18	9	10	3	12	4	0	4	17	7	0	59	29	41	12	10	44	46	6	11	10	25	28
PF03692.18	0	1	1	0	0	0	0	0	0	0	2	0	2	6	2	0	4	1	8	6	5	1	3	0	2	6	2	4	3	1
PF08238.15	9	13	32	54	31	24	10	6	13	7	0	21	72	189	359	255	369	555	149	505	644	271	219	109	349	266	325	299	648	177
PF04519.16	2	24	0	7	1	21	1	6	1	4	0	2	47	20	19	11	5	12	37	20	6	34	16	18	12	7	6	13	19	18
PF02594.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF01120.20	2	4	4	0	10	5	4	1	3	2	17	19	9	4	8	11	11	21	12	23	14	5	13	7	13	7	2	2	18	3
PF13899.9	0	1	0	2	2	0	0	0	0	4	4	0	3	1	11	0	7	12	3	7	2	4	5	9	1	2	2	1	4	2
PF05656.17	0	0	0	1	0	1	0	0	0	0	1	0	0	1	2	2	0	5	0	8	2	1	0	0	1	0	1	1	0	0
PF02535.25	0	1	0	1	0	1	0	0	0	1	1	0	5	11	9	10	18	15	12	18	7	12	1	0	2	6	4	11	8	4
PF03435.21	3	4	2	1	4	1	0	1	0	1	4	4	5	7	7	13	11	24	9	10	5	6	5	3	6	1	3	7	13	4
PF16653.8	3	4	2	1	4	1	0	1	0	1	4	4	4	6	7	13	11	23	8	10	5	6	5	3	6	1	3	1	13	4
PF03755.16	4	5	1	5	0	13	6	5	3	5	0	1	9	5	13	6	2	19	5	9	6	12	14	12	6	6	1	9	7	6
PF08340.14	4	5	1	5	0	13	6	5	3	5	0	1	9	5	13	6	2	19	5	9	6	12	14	12	7	6	1	9	7	6
PF07549.17	11	20	4	12	26	20	8	13	8	17	28	30	67	41	78	25	38	86	216	56	35	127	62	111	15	24	26	43	47	40
PF02355.19	18	32	4	22	28	40	8	25	12	32	32	36	94	48	92	40	47	108	296	75	43	161	68	118	19	39	36	69	58	49
PF13202.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0
PF03641.17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	2	0	0	1	1	0	0	0	1	0
PF17291.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	5	0	0	0	0	0	0	0	0	0
PF13402.9	8	26	2	12	5	33	12	22	5	8	8	3	3	7	8	8	6	6	22	34	28	15	25	19	20	4	14	14	39	33
PF05977.16	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	2	1	14	6	5	3	0	1	3	0	0	2	4	1
PF19528.2	0	7	0	0	0	10	1	0	0	2	0	0	7	10	7	2	9	19	19	15	7	11	1	4	0	1	1	4	4	2
PF19580.2	3	0	1	1	1	0	0	1	0	2	1	1	1	1	1	0	2	3	0	3	6	8	3	5	0	2	0	0	1	3
PF03030.19	5	1	1	2	15	5	2	7	3	9	12	24	14	7	13	9	12	8	25	14	17	22	7	20	12	8	7	12	14	1
PF04715.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	2	2	2	7	0	4	1	0	1	4	1
PF00425.21	2	1	2	0	0	1	0	1	0	0	3	0	0	1	2	0	4	6	1	4	5	2	7	0	5	1	0	2	5	1
PF00697.25	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	6	0	3	0	2	3	0	2	0	0	0	2	1
PF13088.9	5	12	0	16	2	12	11	5	5	9	5	6	6	1	3	20	4	0	30	15	29	10	4	12	20	1	8	7	12	5
PF00507.22	0	1	0	1	1	0	1	2	0	1	0	0	2	1	0	0	1	2	2	0	3	6	2	4	0	2	0	1	0	1
PF06044.15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	3	4	0	0	0	0	0	0	0	0	0
PF17726.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	3	5	0	0	0	0	0	0	0	0	0
PF01835.22	1	3	2	1	2	0	0	0	0	3	5	3	1	5	9	3	20	30	3	14	17	1	12	12	1	4	3	6	12	2
PF07703.17	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	7	8	0	0	0	0	2	1	0	0	0
PF00207.25	1	3	2	2	2	0	0	1	0	3	5	3	1	5	11	4	22	30	3	12	17	2	12	12	1	7	3	6	12	2
PF07678.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	1	0	1	0
PF17973.4	1	3	2	1	2	0	0	0	0	3	5	3	1	5	9	3	20	30	3	11	19	1	12	12	1	4	2	6	11	2
PF00285.24	2	11	0	4	3	19	4	2	5	7	1	4	26	10	17	26	8	18	64	12	11	48	13	6	23	9	9	24	17	3
PF13482.9	0	4	0	3	0	3	0	1	1	0	0	0	13	1	5	2	0	2	44	3	3	16	2	5	4	1	0	4	4	8
PF05157.18	0	0	0	1	0	0	0	0	0	1	0	0	9	7	10	2	1	6	15	7	8	11	7	3	8	3	12	11	14	6
PF03023.17	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	3	2	15	9	2	1	1	1	0	0	0	2	1	1
PF00081.25	0	1	1	0	0	0	0	0	0	2	3	3	1	3	1	1	2	1	1	1	0	3	3	0	1	1	2	0	10	1
PF02777.21	0	1	1	0	0	0	0	0	0	2	3	3	1	3	1	1	2	1	1	1	0	3	3	0	1	1	2	0	10	1
PF11958.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
PF00662.23	3	4	2	0	2	1	0	1	1	3	8	7	7	5	12	5	7	22	23	12	17	52	10	30	6	2	1	10	6	2
PF00499.23	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	1	3	4	9	4	11	0	0	1	1	0	1
PF01512.20	28	38	7	36	23	81	23	30	29	42	16	22	57	28	32	67	18	23	67	38	25	70	33	24	106	30	26	56	24	35
PF10531.12	29	40	9	23	27	48	14	21	26	38	34	63	56	34	42	66	69	62	50	66	53	99	73	73	70	43	45	89	62	39
PF10589.12	16	11	2	24	10	16	11	13	17	17	8	8	26	15	10	46	9	8	43	17	12	30	14	8	54	22	4	18	9	14
PF01522.24	2	14	1	3	3	5	6	4	3	6	2	2	42	37	29	18	18	58	46	49	34	27	25	12	24	13	22	29	29	17
PF02470.23	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	7	0	3	0	1	1	0	0	2	6	0
PF07399.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
PF06325.16	4	3	1	1	0	5	2	1	1	3	1	1	3	6	2	3	6	10	7	12	11	3	5	4	3	4	4	9	6	3
PF02446.20	9	17	2	9	6	24	5	12	4	10	11	7	20	18	24	17	20	23	28	13	22	45	24	25	32	13	10	29	25	14
