cluster index	parent mass	RTMean
3942	455.224702686614	0.82373357
3409	308.15798979847915	0.8252826
4072	234.08476328321777	0.82609105
3392	409.7342787090087	0.8264613
3421	183.6104784663692	0.8264896
4228	253.1180245194768	0.82649976
3557	831.4021899763811	0.82659423
3297	267.077376779929	0.8267024
3644	499.24885822965695	0.82677597
3266	459.2260737358162	0.82712543
2791	195.11278636041115	0.82773477
3575	362.1921979939536	0.82881564
3461	543.3137080479692	0.828802
3634	615.3353233053664	0.8297088
3552	223.10768597546016	0.8299702
3689	457.2056678392388	0.82995355
3276	646.322637370409	0.8302145
3996	294.1548651359324	0.8309808
3616	431.21256159788834	0.8312121
4755	371.239975116538	0.8316337
3753	313.1741138753925	0.8317388
3681	391.1939314984506	0.8320409
2813	245.16077521480173	0.83309275
3480	324.66621572208544	0.8334004
3524	367.21677189671993	0.83382404
4283	477.218461629721	0.834118
4060	198.0432704741473	0.8342292
3464	388.19562468928825	0.8342779
3308	245.0953368016096	0.8353617
3295	323.6646751637607	0.83545977
3795	346.1972780758256	0.8357059
3533	294.1431615654161	0.8361793
3418	248.1007352293844	0.8383637
4062	361.2438436148358	0.83897734
3978	700.3258761685294	0.8395574
3281	479.2222714586897	0.83972627
3477	515.2618168171396	0.84025073
3291	366.21344289107	0.8403033
3769	588.2620371020248	0.8405798
3838	165.05459336766248	0.840698
3948	219.07969759505224	0.840786
3584	229.11822190150667	0.8408435
3063	213.0869740826778	0.84150374
3632	437.24018319841446	0.84405833
4108	228.1706254496236	0.8441182
3915	511.2526944200872	0.8449896
3919	201.12334536558868	0.84613854
4633	239.1023990404944	0.84650296
3671	226.11851537891968	0.849169
3887	334.16066536467645	0.8496335
3709	304.18677124143994	0.8497945
3470	253.12946070784784	0.8500175
3810	552.3022982788253	0.8501487
3631	428.2868948350324	0.8534355
3655	318.1658389776188	0.8543826
3686	199.11440056063188	0.85439956
3663	440.2508862190329	0.85518306
3869	409.2074791199256	0.85601985
3852	369.1744658027823	0.85625124
4190	561.2518881794999	0.85633326
3132	182.08126490697012	0.85935897
3255	444.7158231989968	0.8593567
4591	221.09119453313343	0.86045617
3860	390.1865298573679	0.8609113
3780	387.2239275285658	0.86186534
3963	730.3972094493247	0.8618641
3994	231.097403492899	0.8628697
4053	355.1975291987201	0.862991
4161	321.17262550291946	0.8629963
3896	279.13377673654696	0.86398643
4063	631.2749856879581	0.8652773
3831	166.08621582980834	0.8658102
4196	641.3368121845981	0.86600256
3876	167.08230044536754	0.8662595
4110	422.1986486323502	0.8682369
4204	328.6848438632033	0.87054366
4008	302.1702687321696	0.87173426
3884	331.1647236541574	0.8729078
3858	328.1383380858701	0.8729782
3185	267.1338979957996	0.8735272
3191	177.10227600473007	0.8760333
3563	247.12918184601864	0.8776573
3561	322.18740894174084	0.8786664
4254	284.09896149617373	0.87875843
4138	365.1793235696299	0.87911916
4024	348.1763469874572	0.8793866
4209	243.15771118188675	0.8798499
