FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF08845.13	Toxin SymE, type I toxin-antitoxin system	RNA metabolic process	NA	metaT	0.324227026547799	1	20	5	0.382406859336325	0.687872997117537	1	21.7902813299233	5.15054935157946	0.825974253665783	0.557670661052191	1	20.8951406649617	5.08137545884815	0.470493563524391	0.274366991926697	0.274366991926697
PF14112.9	Immunity protein 22	NA	NA	metaT	0.324227026547799	1	20	7	0.0180109273031067	0.375391174276064	1	20	8.58417637638295	0.0839707092101775	0.378049285576947	1	20	7.79208818819147	0.0342974400153788	0.0310633361175339	0.0310633361175339
PF12408.11	Ribose-5-phosphate isomerase	NA	NA	metaT	0.324227026547799	1	24	19	0.0657161972277266	0.992300796258258	1	24	20.9999263197062	0.267514617527463	0.686586359276856	1	24	19.9999631598531	0.195937240151546	0.0612892978071683	0.0612892978071683
PF09471.13	IgA Peptidase M64	NA	NA	metaT	0.324227026547799	1	24	7	0.0114671831645491	0.644846030763992	1	20	5.26295938302879	0.0892010245658956	0.536292752784375	1	22	6.10296099399917	0.0524296880952558	0.0412063650635798	0.0412063650635798
PF12670.10	Protein of unknown function (DUF3792)	NA	NA	metaT	0.324227026547799	1	24	7	0.0426836418227967	0.793686149120952	1	20.4807692307692	7.59971242160338	0.138173591565487	0.606634813672116	1	22.2403846153846	7.36971215339819	0.0907373535169284	0.0265670932158705	0.0265670932158705
PF07099.14	Protein of unknown function (DUF1361)	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.422358894498344	1	20	5.1866839162538	0.00253756524037433	0.409206141792429	1	20	5.1866839162538	0.000749330273517254	0.00173003950922544	0.00173003950922544
PF17919.4	RNase H-like domain found in reverse transcriptase	NA	NA	metaT	0.324227026547799	1	24	3	0.0474523433291485	0.617606789279041	1	23.3424657534247	3.20987621664509	0.130064656707375	0.522281443818825	1	23.6712328767124	3.10699492520612	0.0711287935500204	0.0582336862029123	0.0582336862029123
PF01884.20	PcrB family	NA	NA	metaT	0.324227026547799	1	20	7	0.00166440006620187	0.522352221429526	1	20.5797101449275	7.46272762021371	0.00415596223202493	0.470098660970551	1	20.2898550724638	7.22953402792735	0.00168267502991165	0.00198139311874426	0.00198139311874426
PF10127.12	RNA repair pathway DNA polymerase beta family	NA	NA	metaT	0.324227026547799	1	20	7	0.0594765226856888	0.67438298400002	1	20	7.77245530055467	0.146059219817726	0.551064727353273	1	20	7.38622765027733	0.0790276126684682	0.0515765950862367	0.0515765950862367
PF16227.8	Domain of unknown function (DUF4886)	NA	NA	metaT	0.324227026547799	1	24	7	0.0199848401001671	0.574441229800855	1	22.1298701298701	5.25421049697702	0.0550373095560847	0.499272879109627	1	23.064935064935	6.10174605924411	0.0226512325318552	0.0260068908522611	0.0260068908522611
PF09481.13	CRISPR-associated protein Cse1 (CRISPR_cse1)	NA	NA	metaT	0.324227026547799	1	24	5	0.000709018983900706	0.46449477274	1	22.1875	5.5217608702426	0.00161299115896745	0.435708401346074	1	23.09375	5.27924774925536	0.00069182066647953	0.000965919630860748	0.000965919630860748
PF10094.12	Uncharacterized protein conserved in bacteria (DUF2332)	NA	NA	metaT	0.324227026547799	1	24	5	0.000327652712257144	0.427799652517676	1	23.7988826815642	4.93127848482801	0.00150985428722559	0.412702113847488	1	23.8994413407821	4.96558257606084	0.000614364124454502	0.000861293328933055	0.000861293328933055
PF19886.2	Domain of unknown function (DUF6359)	NA	NA	metaT	0.324227026547799	1	24	7	0.0409681255201608	0.665794759529648	1	22.9649595687332	5.17010371667802	0.131869918698584	0.5468136813494	1	23.4824797843666	6.06783484999119	0.0642119734146269	0.0514410656795185	0.0514410656795185
PF01864.20	CDP-archaeol synthase	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.379362658471232	1	20	6.2184380537906	0.00333982614898247	0.38075444140936	1	20	6.2184380537906	0.00122940197701191	0.00228333117676251	0.00228333117676251
PF17728.4	BsuBI/PstI restriction endonuclease HTH domain	NA	NA	metaT	0.324227026547799	1	20	5	0.063869332678382	0.915816410210893	1	20	5.2131841132685	0.33519361205587	0.657482835280421	1	20	5.10659205663425	0.168377055496495	0.114958259093081	0.114958259093081
PF06616.14	BsuBI/PstI restriction endonuclease domain	DNA restriction-modification system	NA	metaT	0.324227026547799	1	20	5	0.063869332678382	0.915816410210893	1	20	5.2131841132685	0.33519361205587	0.657482835280421	1	20	5.10659205663425	0.168377055496495	0.114958259093081	0.114958259093081
PF19845.2	Family of unknown function (DUF6320)	NA	NA	metaT	0.324227026547799	1	20	9	0.0230349990831325	0.879658574643088	1	20	9.05229888690574	0.169182136491989	0.643013217556537	1	20	9.02614944345287	0.101539256961532	0.0330745020783072	0.0330745020783072
PF14208.9	Domain of unknown function (DUF4320)	NA	NA	metaT	0.324227026547799	1	20	7	0.067052689545308	0.557071648131326	1	20.431654676259	5.7761502700582	0.172034693502683	0.489721862085299	1	20.2158273381295	6.39533708326836	0.097520950752716	0.0634940318773535	0.0634940318773535
PF20573.1	Putative metallopeptidase family (DUF6782)	NA	NA	metaT	0.324227026547799	1	20	7	0.0260167978831283	0.707112249601485	1	20	6.62373261368015	0.0580613433473342	0.566943941460815	1	20	6.81186630684008	0.0341744954936428	0.0227537774837872	0.0227537774837872
PF20313.1	Family of unknown function (DUF6609)	NA	NA	metaT	0.324227026547799	1	24	5	0.143136026472506	0.803321427319437	1	22.1875	6.29266550483772	0.501815363423403	0.61085640157119	1	23.09375	5.68044389359747	0.284525090995686	0.177878398303305	0.177878398303305
PF11599.11	RRNA methyltransferase AviRa	NA	NA	metaT	0.324227026547799	1	24	5	0.0117087175186377	0.795876866330258	1	24	8.89234297945709	0.0157690070634022	0.607597966300885	1	24	6.94617148972855	0.0148364707074964	0.0139632979757968	0.0139632979757968
PF17145.7	Domain of unknown function (DUF5119)	NA	NA	metaT	0.324227026547799	1	24	7	0.0297853249084543	0.663462265061241	1	20	5.38029976986891	0.145124715524066	0.54565294758406	1	22	6.16749820676123	0.0741415894085615	0.0782688192773486	0.0782688192773486
PF07126.15	Cell-division protein ZapC	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.236585191540725	1	22.4802110817942	5.04085626777038	0.00301518902941294	0.273673147688568	1	22.4802110817942	5.04085626777038	0.000943241035993533	0.00184130331954174	0.00184130331954174
PF20385.1	Family of unknown function (DUF6680)	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.397932718220562	1	20.7299270072993	5.22012520853621	0.0144349430278821	0.39322669802232	1	20.7299270072993	5.22012520853621	0.00377014584889195	0.00875842361787414	0.00875842361787414
PF18620.4	Family of unknown function (DUF5627)	NA	NA	metaT	0.324227026547799	1	20	15	0.00164686489997315	0.549827353102713	1	20	13.0005723253675	0.780235779437643	0.485686857477505	1	20	14.0002861626838	0.168777151323145	0.303415760315764	0.303415760315764
PF06421.15	GTP-binding protein LepA C-terminus	NA	NA	metaG	0.324227026547799	1	24	3	0.172013852694526	0.934530194223098	1	24	8.66636072141244	0.863365505062769	0.664788745094991	1	24	5.83318036070622	0.749636082827468	0.0869765704604789	0.0869765704604789
PF13291.9	ACT domain	NA	NA	metaG	0.324227026547799	1	20	13	0.105660043263936	0.94860543955159	1	20	9.53680064003253	0.594081625851427	0.670203561494124	1	20	11.2684003200163	0.544634444163065	0.0965973342700221	0.0965973342700221
PF13419.9	Haloacid dehalogenase-like hydrolase	NA	NA	metaG	0.324227026547799	1	20	9	1.29476543091481	0.899798820574203	1	20	12.4324032240877	4.34936582030039	0.65113114150261	1	20	10.7162016120439	3.45357592794019	0.795879234047193	0.230450770636995
PF10431.12	C-terminal, D2-small domain, of ClpB protein	NA	NA	metaG	0.324227026547799	1	24	11	0.581544938912942	0.403745194734359	1	20	11.8469800118431	2.70666112436286	0.397072176150473	1	22	11.5575056731804	1.75692462173714	0.651005168991311	0.370536766880548
PF02559.19	CarD-like/TRCF domain	NA	NA	metaG	0.324227026547799	1	24	11	0.192270800617265	0.989627236870796	1	20	12.5394795796084	1.16004152326111	0.685602158724746	1	22	11.9383804354513	0.711348527549175	0.318341451616321	0.318341451616321
PF03461.18	TRCF domain	DNA repair	NA	metaG	0.324227026547799	1	20	13	0.151399596973452	0.823314108751075	1	24	10.3192155517237	0.62075777000618	0.619496935778125	1	22	11.8796404612067	0.494123935508696	0.155173182633627	0.155173182633627
PF12833.10	Helix-turn-helix domain	regulation of transcription, DNA-templated	NA	metaG	0.324227026547799	1	20	17	4.2675546173071	0.965797830408637	1	20	13.3739788159343	16.0177969668646	0.676725787392815	1	20	15.1869894079672	10.5921163791397	4.47473060761613	0.422458595378421
PF01264.24	Chorismate synthase	aromatic amino acid family biosynthetic process	NA	metaG	0.324227026547799	1	24	9	0.120945205527579	0.892770296825989	1	24	8.71046622342117	0.630611380215958	0.648314928774705	1	24	8.85523311171059	0.325810282668058	0.124934346655745	0.124934346655745
PF04997.15	RNA polymerase Rpb1, domain 1	transcription, DNA-templated	NA	metaG	0.324227026547799	1	24	9	0.161977941025231	0.78599945987132	1	24	11.8611206781042	1.17845927275971	0.603239803505353	1	24	10.4305603390521	0.964061080009384	0.200194096245443	0.200194096245443
PF04983.21	RNA polymerase Rpb1, domain 3	transcription, DNA-templated	NA	metaG	0.324227026547799	1	24	9	0.161977941025231	0.78599945987132	1	24	11.8611206781042	1.17845927275971	0.603239803505353	1	24	10.4305603390521	0.964061080009384	0.200194096245443	0.200194096245443
PF05000.20	RNA polymerase Rpb1, domain 4	transcription, DNA-templated	NA	metaG	0.324227026547799	1	24	9	0.161977941025231	0.78599945987132	1	24	11.8611206781042	1.17845927275971	0.603239803505353	1	24	10.4305603390521	0.964061080009384	0.200194096245443	0.200194096245443
PF04998.20	RNA polymerase Rpb1, domain 5	transcription, DNA-templated	NA	metaG	0.324227026547799	1	24	9	0.169364097397966	0.778717499322101	1	24	11.8181097962159	1.17942265154114	0.600001073331997	1	24	10.409054898108	0.96464139126028	0.201449334206065	0.201449334206065
PF09190.14	DALR domain	cysteinyl-tRNA aminoacylation	NA	metaG	0.324227026547799	1	24	7	0.21478750693065	0.787576771827512	1	24	8.75872110923502	0.600925551353469	0.603938440809709	1	24	7.87936055461751	0.324304433040249	0.158667982482619	0.158667982482619
PF06827.17	Zinc finger found in FPG and IleRS	NA	NA	metaG	0.324227026547799	1	24	19	0.166090578703657	0.71981087464278	1	23.2786885245902	17.4894059922683	0.554073157091016	0.572971376252637	1	23.6393442622951	18.2374247473172	0.353996463717712	0.180182512063616	0.180182512063616
PF02852.25	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	cell redox homeostasis	NA	metaG	0.324227026547799	1	20	11	0.186829267677312	0.698495940438718	1	20	9.37991276518248	0.746224296555328	0.562812162353043	1	20	10.1899563825912	0.460862103119204	0.198439056777185	0.198439056777185
PF04237.16	YjbR	NA	NA	metaG	0.324227026547799	1	20	11	0.189397181125062	0.61513386666755	1	24	9.1028187036257	0.489851344701078	0.520990388755387	1	22	10.2221252391618	0.255750393638417	0.214000344933435	0.214000344933435
PF01556.21	DnaJ C terminal domain	NA	NA	metaG	0.324227026547799	1	20	13	0.0372063569554193	0.99993922136145	1	24	12.2049749631083	0.970820935303884	0.689385397566791	1	22	12.7439468580913	0.761284463643916	0.172360257285672	0.172360257285672
PF12836.10	Helix-hairpin-helix motif	NA	NA	metaG	0.324227026547799	1	24	1	0.227000249947471	0.919924521586947	1	24	20.9999263197062	0.652106552201477	0.659097186540056	1	24	22.9999631598531	0.733999174333931	0.598755494587322	0.598755494587322
PF19263.2	Family of unknown function (DUF5906)	NA	NA	metaG	0.324227026547799	1	24	19	0.504698308193775	0.79569120535455	1	21.5696202531646	15.7659300208864	1.655969139925	0.607516416032206	1	22.7848101265823	17.346063057029	1.03512690328661	0.617188054179428	0.59624385398525
PF12706.10	Beta-lactamase superfamily domain	NA	NA	metaG	0.324227026547799	1	24	9	0.454000703826862	0.754578322794641	1	22.1875	8.98122311685167	1.53099024738395	0.589105855028708	1	23.09375	9.00410902876999	1.07749089718832	0.316141870259689	0.293405606566748
PF19044.3	TraG P-loop domain	NA	NA	metaG	0.324227026547799	1	20	17	1.9176627160301	0.762372581800638	1	20	13.5669014053889	6.91095812521678	0.592650784440057	1	20	15.2834507026944	3.853237200397	1.82609712915241	0.47391246221859
PF06970.14	Replication initiator protein A (RepA) N-terminus	NA	NA	metaG	0.324227026547799	1	20	17	1.79477086581016	0.847528379542091	1	20	16.0112217403505	6.55829773643425	0.629751538058771	1	20	16.5056108701752	3.91180522174542	2.02478254625006	0.517608222156474
PF02782.19	FGGY family of carbohydrate kinases, C-terminal domain	carbohydrate metabolic process	NA	metaG	0.324227026547799	1	20	15	0.29941817944728	0.947730291638817	1	20.8823529411765	12.8556096513124	3.15269194078982	0.669868872423637	1	20.4411764705882	13.957447308627	1.94146367987208	0.601211252617079	0.309669070222674
PF10626.12	Conjugative transposon protein TraO	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.162393297666562	1	20	12.9703187511546	0.535576162578707	0.207663047654824	1	20	12.9703187511546	0.124133192286826	0.211206398663069	0.211206398663069
PF07549.17	SecD/SecF GG Motif	NA	NA	metaG	0.324227026547799	1	24	9	0.203521069787187	0.839092054047656	1	24	9.01268917231019	0.840017167953281	0.626204596217018	1	24	9.00634458615509	0.452823630595304	0.174857299432154	0.174857299432154
PF04973.15	Nicotinamide mononucleotide transporter	nicotinamide riboside transport	NA	metaG	0.324227026547799	1	20	17	0.411800975044909	0.848833420557349	1	20	16.5753501742319	0.606869388056624	0.63029778679997	1	20	16.787675087116	0.391052894559214	0.48005523152819	0.48005523152819
PF01678.22	Diaminopimelate epimerase	lysine biosynthetic process via diaminopimelate	NA	metaG	0.324227026547799	1	20	9	0.490159385202051	0.904228018409136	1	22.7807486631016	12.5887112636407	1.68419327864145	0.652896695456655	1	21.3903743315508	10.7230273061204	1.12535933418553	0.454535672601548	0.403902699159212
PF00701.25	Dihydrodipicolinate synthetase family	NA	NA	metaG	0.324227026547799	1	20	15	0.251377179126917	0.826493625062562	1	20	11.3008596506656	1.39407039328248	0.620856467437423	1	20	13.1504298253328	0.959268223943285	0.378424153418531	0.378424153418531
PF17126.8	RsmF rRNA methyltransferase first C-terminal domain	NA	NA	metaG	0.324227026547799	1	24	1	0.14060686419939	0.686978361152506	1	23.7325905292479	20.9999263197062	0.380718992402665	0.557235240489397	1	23.866295264624	22.9894799988721	0.234787182430178	0.15982457912489	0.15982457912489
PF13636.9	RNA-binding PUA-like domain of methyltransferase RsmF	NA	NA	metaG	0.324227026547799	1	24	1	0.14060686419939	0.686978361152506	1	23.7325905292479	20.9999263197062	0.380718992402665	0.557235240489397	1	23.866295264624	22.9894799988721	0.234787182430178	0.15982457912489	0.15982457912489
PF01738.21	Dienelactone hydrolase family	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.43981914361547	1	20	9.01905159157017	0.656744486179657	0.420346139320693	1	20	9.01905159157017	0.149179031668345	0.256437679456214	0.256437679456214
PF04966.15	Carbohydrate-selective porin, OprB family	carbohydrate transport	NA	metaG	0.324227026547799	1	0	NA	0	0.17896020211403	1	20	9.1228094002586	0.780224663322357	0.223211685397831	1	20	9.1228094002586	0.206776311674117	0.329600546802296	0.329600546802296
PF11013.11	Protein of unknown function (DUF2851)	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.364061896526543	1	20	9.02357758289389	0.442569907504278	0.370257048748589	1	20	9.02357758289389	0.101409001819994	0.173547594569161	0.173547594569161
PF01762.24	Galactosyltransferase	protein glycosylation	NA	metaG	0.324227026547799	1	0	NA	0	0.464613610468124	1	20	9.03472986515984	0.376986240143016	0.435781338951401	1	20	9.03472986515984	0.0881779067687657	0.149340180833213	0.149340180833213
PF08338.14	Domain of unknown function (DUF1731)	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.207988300970388	1	20	9.0467150225046	0.369571607008898	0.249280776534181	1	20	9.0467150225046	0.088246461976252	0.147920492881496	0.147920492881496
PF00209.21	Sodium:neurotransmitter symporter family	NA	NA	metaG	0.324227026547799	1	20	17	0.593441487183769	0.432719725354085	1	20	13.781394154516	2.30786296784012	0.415844192849107	1	20	15.390697077258	1.55683226258641	0.641075374327824	0.411781917509075
PF14508.9	Glycosyl-hydrolase 97 N-terminal	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.340426814803521	1	20	9.03082940733607	0.365055764499663	0.353628594910359	1	20	9.03082940733607	0.0847885902296334	0.144110483325123	0.144110483325123
PF10566.12	Glycoside hydrolase 97	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.395157615614998	1	20	9.01913547652457	0.57364519416708	0.391381032817096	1	20	9.01913547652457	0.130325443861981	0.2240089298157	0.2240089298157
PF14509.9	Glycosyl-hydrolase 97 C-terminal, oligomerisation	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.387494928528258	1	20	9.02504271048295	0.443649811529171	0.386251783669157	1	20	9.02504271048295	0.101946076524502	0.174215030422443	0.174215030422443
PF19783.2	Domain of unknown function (DUF6268)	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.2220527413127	1	20	9.04254126829223	0.357045248172373	0.26142657961412	1	20	9.04254126829223	0.0846584861880236	0.142404136020218	0.142404136020218
PF05656.17	Protein of unknown function (DUF805)	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.165069723902665	1	20	9.03462525863467	1.00897249886538	0.210210689184455	1	20	9.03462525863467	0.235956833570543	0.399659597426496	0.399659597426496
PF06750.16	Bacterial Peptidase A24 N-terminal domain	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.326308606450348	1	20	9.06902516628127	0.614970759330206	0.343444126585731	1	20	9.06902516628127	0.152061560165091	0.250542899693045	0.250542899693045
PF03279.16	Bacterial lipid A biosynthesis acyltransferase	NA	NA	metaG	0.324227026547799	1	0	NA	0	0.555128770524481	1	20	9.01354300980809	0.268351234106635	0.488642711419234	1	20	9.01354300980809	0.0602920369476116	0.104225758278376	0.104225758278376
